,Id,MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
65,66,60,191004.99478714162,76.0,9591,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,8,5,14,2005,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,344.0,0.75,184034.89625585024,225230.44204018547,327041.04132231406,181492.2277448071,206643.42081447964,180921.19589041095,0,180921.19589041095,0,1143,1143,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1143,1330,0,2473,0,0,2,1,4,1,0.75,9,180921.19589041095,1,0.75,254751.73863636365,2004.0,202068.86966824645,3,852,0.5,0.5,186433.973880597,192,151,0,0,0,0,0.66,0.5,181007.1793814433,0,10,2007,180921.19589041095,175202.21953255427,317000
66,67,20,191004.99478714162,0.0,19900,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,225875.0,181169.40553633217,185763.80737704918,175985.4779614325,7,5,48,1989,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,287.0,0.5,184034.89625585024,149805.714511041,202688.4789644013,181492.2277448071,257689.80597014926,235413.72009569377,912,180921.19589041095,0,1035,1947,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,2207,0,0,2207,1,0,2,0,3,1,0.5,7,146385.48387096773,1,0.75,194411.47318611987,1970.0,202068.86966824645,2,576,0.5,0.5,186433.973880597,301,0,0,0,0,0,0.66,0.5,181007.1793814433,0,7,2010,180921.19589041095,175202.21953255427,180000
67,68,20,191004.99478714162,72.0,10665,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,15,2003,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,167.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,206643.42081447964,235413.72009569377,1013,180921.19589041095,0,440,1453,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1479,0,0,1479,1,0,2,0,3,1,0.75,7,180921.19589041095,0,0.75,194411.47318611987,2003.0,202068.86966824645,2,558,0.5,0.5,186433.973880597,144,29,0,0,0,0,0.66,0.5,181007.1793814433,0,6,2007,180921.19589041095,175202.21953255427,226000
68,69,30,126316.83027522935,47.0,4608,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,135091.66666666666,181169.40553633217,185763.80737704918,175985.4779614325,4,6,73,1950,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,168897.5684931507,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,747,747,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,747,0,0,747,0,0,1,0,2,1,0.5,4,180921.19589041095,0,0.75,194411.47318611987,1945.0,137570.4606413994,1,220,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,6,2010,180921.19589041095,175202.21953255427,80000
69,70,50,191004.99478714162,81.0,15593,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,212565.42857142858,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,7,4,65,1953,171483.95617879054,179803.6792189679,194573.0,114060.55,0,0.0,0.75,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,149493.6554054054,603,180921.19589041095,0,701,1304,166632.16666666666,142362.8761682243,186186.7098901099,186810.63745318353,1304,983,0,2287,0,0,2,0,3,1,0.5,7,180921.19589041095,1,0.5,194411.47318611987,1953.0,240052.6903409091,2,667,0.5,0.5,186433.973880597,0,21,114,0,0,0,0.66,0.5,181007.1793814433,0,7,2006,180921.19589041095,175202.21953255427,225000
70,71,20,191004.99478714162,95.0,13651,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,6,45,1973,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,1115.0,0.5,168897.5684931507,149805.714511041,202688.4789644013,181492.2277448071,257689.80597014926,161573.06818181818,1880,180921.19589041095,0,343,2223,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,2223,0,0,2223,1,0,2,0,3,1,0.5,8,180921.19589041095,2,0.75,194411.47318611987,1973.0,240052.6903409091,2,516,0.5,0.5,186433.973880597,300,0,0,0,0,0,0.66,0.5,181007.1793814433,0,2,2007,180921.19589041095,175202.21953255427,244000
71,72,20,191004.99478714162,69.0,7599,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,4,6,36,2006,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,161573.06818181818,565,180921.19589041095,0,280,845,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,845,0,0,845,1,0,1,0,2,1,0.5,4,180921.19589041095,0,0.75,180921.19589041095,1987.0,137570.4606413994,2,360,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,6,2007,180921.19589041095,175202.21953255427,129500
72,73,60,191004.99478714162,74.0,10141,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,7,5,20,1998,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,40.0,0.5,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,832,832,182021.19537815126,156858.87136929462,186186.7098901099,186810.63745318353,885,833,0,1718,0,0,2,1,3,1,0.5,7,180921.19589041095,1,0.5,194411.47318611987,1998.0,240052.6903409091,2,427,0.5,0.5,186433.973880597,0,94,0,0,291,0,0.66,0.5,181007.1793814433,0,12,2009,180921.19589041095,175202.21953255427,185000
73,74,20,191004.99478714162,85.0,10200,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,7,64,2003,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,104.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,161573.06818181818,320,151101.0,362,404,1086,182021.19537815126,156858.87136929462,186186.7098901099,186810.63745318353,1086,0,0,1086,1,0,1,0,3,1,0.5,6,180921.19589041095,0,0.75,194411.47318611987,1989.0,137570.4606413994,2,490,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.75,181007.1793814433,0,5,2010,180921.19589041095,175202.21953255427,144900
74,75,50,126316.83027522935,60.0,5790,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,3,6,103,1950,148909.0909090909,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.75,168897.5684931507,149805.714511041,115692.02857142857,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,840,840,182021.19537815126,156858.87136929462,105264.07368421053,186810.63745318353,840,765,0,1605,0,0,2,0,3,2,0.5,8,180921.19589041095,0,0.75,180921.19589041095,1915.0,137570.4606413994,1,379,0.5,0.5,186433.973880597,0,0,202,0,0,0,0.66,0.5,181007.1793814433,0,5,2010,180921.19589041095,175202.21953255427,107400
75,76,180,126316.83027522935,21.0,1596,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,135911.62790697673,180921.19589041095,4,5,45,1973,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,202688.4789644013,181492.2277448071,257689.80597014926,235413.72009569377,462,180921.19589041095,0,0,462,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,526,462,0,988,1,0,1,0,2,1,0.5,5,180921.19589041095,0,0.75,254751.73863636365,1973.0,137570.4606413994,1,297,0.5,0.5,186433.973880597,120,101,0,0,0,0,0.66,0.75,181007.1793814433,0,11,2009,180921.19589041095,175202.21953255427,91000
76,77,20,191004.99478714162,0.0,8475,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,4,7,62,1956,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,161573.06818181818,228,180921.19589041095,0,724,952,182021.19537815126,214914.42914979756,186186.7098901099,122196.89361702128,952,0,0,952,0,0,1,0,2,1,0.5,4,180921.19589041095,0,0.75,180921.19589041095,1956.0,137570.4606413994,1,283,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,4,2008,180921.19589041095,175202.21953255427,135750
77,78,50,126316.83027522935,50.0,8635,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,124834.05172413793,184495.49206349207,181169.40553633217,185763.80737704918,143116.74025974027,5,5,70,2001,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,149493.6554054054,336,180982.14285714287,41,295,672,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,1072,213,0,1285,1,0,1,0,2,1,0.5,6,146385.48387096773,0,0.75,180921.19589041095,1948.0,137570.4606413994,1,240,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,1,2008,180921.19589041095,175202.21953255427,127000
78,79,90,191004.99478714162,72.0,10778,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,133541.07692307694,175985.4779614325,4,5,50,1968,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,1768,1768,182021.19537815126,142362.8761682243,105264.07368421053,186810.63745318353,1768,0,0,1768,0,0,2,0,4,2,0.5,8,180921.19589041095,0,0.75,194411.47318611987,2005.0,137570.4606413994,0,0,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,4,2010,180921.19589041095,175202.21953255427,136500
79,80,50,126316.83027522935,60.0,10440,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,5,6,108,1981,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,225230.44204018547,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,440,440,182021.19537815126,156858.87136929462,186186.7098901099,186810.63745318353,682,548,0,1230,0,0,1,1,2,1,0.5,5,180921.19589041095,0,0.75,180921.19589041095,1966.0,137570.4606413994,2,440,0.5,0.5,186433.973880597,74,0,128,0,0,0,0.66,0.5,181007.1793814433,0,5,2009,180921.19589041095,175202.21953255427,110000
80,81,60,191004.99478714162,100.0,13000,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,6,6,50,1968,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,576.0,0.5,168897.5684931507,149805.714511041,202688.4789644013,181492.2277448071,163439.24823410696,146889.24812030076,448,180921.19589041095,0,448,896,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,1182,960,0,2142,0,0,2,1,4,1,0.75,8,180921.19589041095,1,0.75,194411.47318611987,1968.0,240052.6903409091,1,509,0.5,0.5,186433.973880597,0,72,0,0,252,0,0.66,0.5,181007.1793814433,0,6,2009,180921.19589041095,175202.21953255427,193500
81,82,120,126316.83027522935,32.0,4500,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,177934.5744680851,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,181959.34210526315,175985.4779614325,6,5,20,1998,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,443.0,0.5,168897.5684931507,225230.44204018547,327041.04132231406,213599.9076923077,163439.24823410696,235413.72009569377,1201,180921.19589041095,0,36,1237,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1337,0,0,1337,1,0,2,0,2,1,0.5,5,180921.19589041095,0,0.75,194411.47318611987,1998.0,240052.6903409091,2,405,0.5,0.5,186433.973880597,0,199,0,0,0,0,0.66,0.5,181007.1793814433,0,3,2006,180921.19589041095,175202.21953255427,153500
82,83,20,191004.99478714162,78.0,10206,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,8,5,11,2007,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,30,468.0,0.5,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,235413.72009569377,33,180921.19589041095,0,1530,1563,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1563,0,0,1563,0,0,2,0,3,1,0.75,6,180921.19589041095,1,0.75,194411.47318611987,2007.0,202068.86966824645,3,758,0.5,0.5,186433.973880597,144,99,0,0,0,0,0.66,0.5,181007.1793814433,0,10,2008,180921.19589041095,175202.21953255427,245000
83,84,20,191004.99478714162,80.0,8892,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,58,1960,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,15,66.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,1065,1065,182021.19537815126,156858.87136929462,186186.7098901099,186810.63745318353,1065,0,0,1065,0,0,1,1,3,1,0.5,6,180921.19589041095,0,0.75,180921.19589041095,1974.0,137570.4606413994,2,461,0.5,0.5,186433.973880597,74,0,0,0,0,0,0.66,0.5,181007.1793814433,0,7,2007,143973.2558139535,175202.21953255427,126500
84,85,80,191004.99478714162,0.0,8530,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,7,5,23,1996,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,22.0,0.5,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,384,384,182021.19537815126,156858.87136929462,186186.7098901099,186810.63745318353,804,670,0,1474,0,0,2,1,3,1,0.5,7,180921.19589041095,1,0.5,254751.73863636365,1995.0,240052.6903409091,2,400,0.5,0.5,186433.973880597,120,72,0,0,0,0,0.66,0.5,181007.1793814433,700,5,2009,180921.19589041095,175202.21953255427,168500
85,86,60,191004.99478714162,121.0,16059,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,8,5,27,1992,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,284.0,0.75,184034.89625585024,149805.714511041,202688.4789644013,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,1288,1288,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1301,1116,0,2417,0,0,2,1,4,1,0.75,9,180921.19589041095,1,0.5,194411.47318611987,1991.0,137570.4606413994,2,462,0.5,0.5,186433.973880597,127,82,0,0,0,0,0.66,0.5,181007.1793814433,0,4,2006,180921.19589041095,175202.21953255427,260000
86,87,60,191004.99478714162,122.0,11911,181130.53851444292,181294.5186751233,239833.36585365853,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,6,5,13,2005,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,206643.42081447964,180921.19589041095,0,180921.19589041095,0,684,684,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,684,876,0,1560,0,0,2,1,3,1,0.75,6,180921.19589041095,1,0.75,254751.73863636365,2005.0,240052.6903409091,2,400,0.5,0.5,186433.973880597,100,38,0,0,0,0,0.66,0.5,181007.1793814433,0,3,2009,180921.19589041095,175202.21953255427,174000
87,88,160,214014.06153846154,40.0,3951,181130.53851444292,168000.58536585365,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,181959.34210526315,180921.19589041095,6,5,9,2009,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,30,76.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,206643.42081447964,180921.19589041095,0,180921.19589041095,0,612,612,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,612,612,0,1224,0,0,2,1,2,1,0.75,4,180921.19589041095,0,0.75,180921.19589041095,2009.0,202068.86966824645,2,528,0.5,0.5,186433.973880597,0,234,0,0,0,0,0.66,0.5,181007.1793814433,0,6,2009,180921.19589041095,180921.19589041095,164500
88,89,50,74528.0,105.0,8470,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,142475.4814814815,121166.66666666667,185763.80737704918,143116.74025974027,3,2,103,1982,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.25,102595.14285714286,149805.714511041,138866.29591836734,121809.53333333334,163439.24823410696,180921.19589041095,0,180921.19589041095,0,1013,1013,182021.19537815126,142362.8761682243,105264.07368421053,186810.63745318353,1013,0,513,1526,0,0,1,0,2,1,0.25,6,180921.19589041095,0,0.75,194411.47318611987,2005.0,137570.4606413994,0,0,0.5,0.5,115039.12222222223,0,0,156,0,0,0,0.66,0.5,181007.1793814433,0,10,2009,138780.88888888888,146526.62376237623,85000
89,90,20,191004.99478714162,60.0,8070,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,4,5,24,1995,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,235413.72009569377,588,180921.19589041095,0,402,990,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,990,0,0,990,1,0,1,0,3,1,0.5,5,180921.19589041095,0,0.75,194411.47318611987,2005.0,137570.4606413994,0,0,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.5,181007.1793814433,0,8,2007,180921.19589041095,175202.21953255427,123600
90,91,20,191004.99478714162,60.0,7200,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,4,5,68,1950,171483.95617879054,179803.6792189679,194573.0,180921.19589041095,0,0.0,0.5,184034.89625585024,107365.625,138866.29591836734,181492.2277448071,163439.24823410696,180921.19589041095,0,180921.19589041095,0,0,0,182021.19537815126,142362.8761682243,186186.7098901099,122196.89361702128,1040,0,0,1040,0,0,1,0,2,1,0.5,4,180921.19589041095,0,0.75,180921.19589041095,1950.0,137570.4606413994,2,420,0.5,0.5,186433.973880597,0,29,0,0,0,0,0.66,0.5,181007.1793814433,0,7,2006,180921.19589041095,175202.21953255427,109900
91,92,20,191004.99478714162,85.0,8500,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,3,57,1961,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,15,203.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,146889.24812030076,600,180921.19589041095,0,635,1235,182021.19537815126,142362.8761682243,186186.7098901099,186810.63745318353,1235,0,0,1235,0,0,1,0,2,1,0.5,6,180921.19589041095,0,0.75,194411.47318611987,1961.0,137570.4606413994,2,480,0.5,0.5,186433.973880597,0,0,0,0,0,0,0.66,0.75,181007.1793814433,0,12,2006,180921.19589041095,146526.62376237623,98600
92,93,30,191004.99478714162,80.0,13360,181130.53851444292,181294.5186751233,206101.6652892562,231533.94,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,7,97,2006,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,168897.5684931507,132291.07534246575,202688.4789644013,181492.2277448071,163439.24823410696,161573.06818181818,713,180921.19589041095,0,163,876,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,964,0,0,964,1,0,1,0,2,1,0.5,5,180921.19589041095,0,0.75,180921.19589041095,1921.0,137570.4606413994,2,432,0.5,0.5,186433.973880597,0,0,44,0,0,0,0.66,0.5,181007.1793814433,0,8,2009,180921.19589041095,175202.21953255427,163500
93,94,190,74528.0,60.0,7200,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,128432.25806451614,157354.54545454544,6,6,108,1998,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,132291.07534246575,138866.29591836734,121809.53333333334,192789.65789473685,146889.24812030076,1046,180921.19589041095,0,168,1214,166632.16666666666,214914.42914979756,105264.07368421053,186810.63745318353,1260,1031,0,2291,0,1,2,0,4,2,0.5,9,180921.19589041095,1,0.75,180921.19589041095,1900.0,137570.4606413994,2,506,0.5,0.5,186433.973880597,0,0,0,0,99,0,0.66,0.5,181007.1793814433,0,11,2007,180921.19589041095,175202.21953255427,133900
94,95,60,191004.99478714162,69.0,9337,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,6,5,21,1997,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,168897.5684931507,225230.44204018547,202688.4789644013,181492.2277448071,163439.24823410696,235413.72009569377,648,180921.19589041095,0,176,824,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,905,881,0,1786,1,0,2,1,3,1,0.75,7,180921.19589041095,0,0.75,194411.47318611987,1997.0,202068.86966824645,2,684,0.5,0.5,186433.973880597,0,162,0,0,0,0,0.66,0.5,181007.1793814433,0,5,2007,180921.19589041095,175202.21953255427,204750
95,96,60,191004.99478714162,0.0,9765,181130.53851444292,181294.5186751233,239833.36585365853,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,180921.19589041095,6,8,25,1993,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,68.0,1.0,168897.5684931507,225230.44204018547,202688.4789644013,213599.9076923077,163439.24823410696,161573.06818181818,310,180921.19589041095,0,370,680,182021.19537815126,156858.87136929462,186186.7098901099,186810.63745318353,680,790,0,1470,0,0,2,1,3,1,0.5,6,180921.19589041095,1,0.5,254751.73863636365,1993.0,240052.6903409091,2,420,0.5,0.5,186433.973880597,232,63,0,0,0,0,0.66,0.5,181007.1793814433,480,4,2009,180921.19589041095,175202.21953255427,185000
96,97,20,191004.99478714162,78.0,10264,181130.53851444292,181294.5186751233,206101.6652892562,180183.74675819985,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,7,5,19,1999,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,6,183.0,0.75,184034.89625585024,225230.44204018547,202688.4789644013,181492.2277448071,206643.42081447964,161573.06818181818,1162,180921.19589041095,0,426,1588,182021.19537815126,214914.42914979756,186186.7098901099,186810.63745318353,1588,0,0,1588,0,0,2,0,3,1,0.75,6,180921.19589041095,0,0.75,194411.47318611987,1999.0,202068.86966824645,2,472,0.5,0.5,186433.973880597,158,29,0,0,0,0,0.66,0.5,181007.1793814433,0,8,2006,180921.19589041095,175202.21953255427,214000
97,98,20,191004.99478714162,73.0,10921,181130.53851444292,181294.5186751233,164754.81837837838,231533.94,176938.0475285171,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,4,5,53,1965,218876.93356643355,179803.6792189679,180921.19589041095,180921.19589041095,6,48.0,0.5,184034.89625585024,149805.714511041,138866.29591836734,181492.2277448071,163439.24823410696,146889.24812030076,520,180921.19589041095,0,440,960,182021.19537815126,142362.8761682243,186186.7098901099,107675.44444444444,960,0,0,960,1,0,1,0,3,1,0.5,6,180921.19589041095,0,0.75,194411.47318611987,1965.0,240052.6903409091,1,432,0.5,0.5,132330.0,120,0,0,0,0,0,0.66,0.5,181007.1793814433,0,5,2007,180921.19589041095,175202.21953255427,94750
98,99,30,191004.99478714162,85.0,10625,181130.53851444292,181294.5186751233,164754.81837837838,180183.74675819985,181623.4258555133,179956.7995658466,180921.19589041095,184495.49206349207,181169.40553633217,185763.80737704918,175985.4779614325,5,5,98,1950,171483.95617879054,179803.6792189679,180921.19589041095,180921.19589041095,0,0.0,0.5,184034.89625585024,132291.07534246575,138866.29591836734,181492.2277448071,163439.24823410696,161573.06818181818,108,180921.19589041095,0,350,458,182021.19537815126,123919.48979591837,105264.07368421053,186810.63745318353,835,0,0,835,0,0,1,0,2,1,0.5,5,180921.19589041095,0,0.75,160570.68421052632,1920.0,137570.4606413994,1,366,0.25,0.5,186433.973880597,0,0,77,0,0,0,0.66,0.5,181007.1793814433,400,5,2010,143973.2558139535,146526.62376237623,83000
